"farm"	"broadclass"	"type"	"protein"	"padj"	"median_feces"	"median_rumen"	"median_SNP"	"IQR_feces"	"IQR_rumen"	"IQR_SNP"	"prestotal_feces"	"prestotal_rumen"	"prestotal_SNP"	"persamp.pres_feces"	"persamp.pres_rumen"	"persamp.pres_SNP"
"2"	"Drugs"	"Fusidic_acid"	"Fusidic_acid-resistant_mutation"	0	0.190815285457875	0.0176558179955348	0	0.0988313056501947	0.0516234497869403	0	28	14	2	0.651162790697674	0.325581395348837	0.0465116279069767
"2"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	0.00625531914893617	0	0	0	0	0	0	7	1	0	0.162790697674419	0.0232558139534884	0
"2"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	0	0	0	0	0.0804469546061846	0	0	16	6	0	0.372093023255814	0.13953488372093	0
"2"	"Drugs"	"Glycopeptides"	"VanB-type_regulator"	0.02646	0	0	0	0.103737777103395	0	0	4	0	0	0.0930232558139535	0	0
"2"	"Drugs"	"Glycopeptides"	"VanC-type_regulator"	0	0	0	0	0.0974303726143831	0	0	12	1	0	0.27906976744186	0.0232558139534884	0
"2"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	0.00167045454545455	0	0	0	0	0	0	7	0	0	0.162790697674419	0	0
"2"	"Drugs"	"Glycopeptides"	"Vancomycin-resistant_mutation"	0	0.466870960954674	0.156878446851186	0	0.0557012878563085	0.120735495449504	0	15	13	1	0.348837209302326	0.302325581395349	0.0232558139534884
"2"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	0.00167045454545455	0	0	0	0.167163362784646	0	0	10	4	0	0.232558139534884	0.0930232558139535	0
"2"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	0.00323076923076923	0	0	0	0	0	0	10	3	0	0.232558139534884	0.0697674418604651	0
"2"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	0.0091875	0	0	0	0.19070423215674	0	0	5	0	0	0.116279069767442	0	0
"2"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	0	0	0.0892743034183406	0	0	0.232970494329751	0	0	7	0	0	0.162790697674419	0
"2"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	0	0.072832286556558	0.0104138395179918	0	0.0376264052297914	0.0085285457711072	0.00312514452976333	15	12	5	0.348837209302326	0.27906976744186	0.116279069767442
"2"	"Drugs"	"Lipopeptides"	"Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC"	0	0.279451990785596	0.0444976250180818	0	0.095658010002593	0.0544169374900938	0	15	13	0	0.348837209302326	0.302325581395349	0
"2"	"Drugs"	"Metronidazole"	"nim_nitroimidazole_reductase"	0	0	0	0	0	0.171484858465675	0	2	16	0	0.0465116279069767	0.372093023255814	0
"2"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	0	0	0	0	0.327462985908755	0	0	96	20	1	2.23255813953488	0.465116279069767	0.0232558139534884
"2"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	0	0.0113520673199898	0	0	0.275100342286898	0.0360065270727018	0	45	23	10	1.04651162790698	0.534883720930233	0.232558139534884
"2"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	0	0.00370675141988558	0	0	0.0543465381492542	0	0	23	0	0	0.534883720930233	0	0
"2"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	0	0.508485942221974	0.229229909627042	0.000915828292414538	0.11736254020358	0.060150281172259	0.00269679717545922	15	13	14	0.348837209302326	0.302325581395349	0.325581395348837
"2"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	0	0.0369162001661065	0	0	0.275224672339463	0.0815492214133445	0	61	30	4	1.41860465116279	0.697674418604651	0.0930232558139535
"2"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	0	0.193442353684767	0	0	0.27748909880537	0.0153772957513298	0	30	16	1	0.697674418604651	0.372093023255814	0.0232558139534884
"2"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	0	0	0	0	0	0	0	4	12	0	0.0930232558139535	0.27906976744186	0
"2"	"Drugs"	"Multi-drug_resistance"	"MDR_23S_rRNA_mutation"	0	0.698212014686283	0.2479270135598	0.000788652955429146	0.170709478263442	0.104681569392687	0.00301125680166756	15	13	9	0.348837209302326	0.302325581395349	0.209302325581395
"2"	"Drugs"	"Multi-drug_resistance"	"MDR_mutant_porin_proteins"	0.0106632124352332	0	0	0	0.0218249222734483	0	0	6	0	1	0.13953488372093	0	0.0232558139534884
"2"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	0	0	0	0	0.218755489170513	0.0823131230622804	0	117	73	3	2.72093023255814	1.69767441860465	0.0697674418604651
"2"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_regulator"	0	0	0	0	0.00119977856051839	0	0	16	0	0	0.372093023255814	0	0
"2"	"Drugs"	"Mupirocin"	"Mupirocin-resistant_isoleucyl-tRNA_synthetase"	0	0.0158774474423788	0	0	0.160529189772084	0.016032527687147	0	34	18	2	0.790697674418605	0.418604651162791	0.0465116279069767
"2"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Para-aminosalicylic_acid_resistant_mutant"	0.0307164179104478	0	0	0	0	0	0	4	6	0	0.0930232558139535	0.13953488372093	0
"2"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Pyrazinamide-resistant_mutant"	0.0333103448275862	0.0388144081624093	0	0	0.0795501290315029	0	0.0446421195389604	11	3	5	0.255813953488372	0.0697674418604651	0.116279069767442
"2"	"Drugs"	"Oxazolidinone"	"Oxazolidinone-resistant_23S_rRNA_mutation"	0	0.411294859008085	0.170782853067	0.000753152046165593	0.101967972517447	0.053071354405695	0.00160788376310121	15	13	13	0.348837209302326	0.302325581395349	0.302325581395349
"2"	"Drugs"	"Pactamycin"	"Pactamycin-resistant_16S_ribosomal_subunit_protein"	0	0.387746975562643	0.0666373944862841	0	0.162663063704247	0.13048059089018	0	15	13	3	0.348837209302326	0.302325581395349	0.0697674418604651
"2"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	0.00323076923076923	0	0	0	0	0	0	10	3	0	0.232558139534884	0.0697674418604651	0
"2"	"Drugs"	"Phenicol"	"Phenicol-resistant_23S_rRNA_mutation"	0	0.0467963701633733	0.468196418058274	0.289108530406604	0.0335308488987272	0.281952126953118	0.124474339253931	15	13	15	0.348837209302326	0.302325581395349	0.348837209302326
"2"	"Drugs"	"Pleuromutilin"	"Pleuromutilin-resistant_23S_rRNA_mutation"	0	0.766113069579183	0.275014456599031	0.000989114179281468	0.17532124283347	0.114768224181955	0.00325969357597856	15	13	8	0.348837209302326	0.302325581395349	0.186046511627907
"2"	"Drugs"	"Rifampin"	"Rifampin_ADP-ribosyltransferase_Arr"	0.02646	0	0	0	0	0	0.0425586077255704	0	0	4	0	0	0.0930232558139535
"2"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	0	0.125578076036674	0.0416751212136881	0	0.0211965081491865	0.0177915526603075	0.00170714551360852	15	13	7	0.348837209302326	0.302325581395349	0.162790697674419
"2"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	0	0	0	0	0.0107348829560683	0	0	32	3	15	0.744186046511628	0.0697674418604651	0.348837209302326
"2"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	0	0.133668584568318	0	0	0.14943324655277	0	0	14	0	1	0.325581395348837	0	0.0232558139534884
"2"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	0	0	0	0	0.00911729307129841	0	0	66	16	6	1.53488372093023	0.372093023255814	0.13953488372093
"2"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	0	0.160200465872741	0.0519592070218211	0	0.344061234254612	0.186933987835952	0	116	91	24	2.69767441860465	2.11627906976744	0.558139534883721
"2"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	0	0.50920568376077	0.149594214427229	0.000619414009799858	0.127308039467707	0.082523728610447	0.00160497521159196	15	13	12	0.348837209302326	0.302325581395349	0.27906976744186
"2"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	0.032019801980198	0	0	0	0	0	0	4	0	0	0.0930232558139535	0	0
"2"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	0	0.00211284457552808	0	0	0.0152738176538489	0	0	56	4	0	1.30232558139535	0.0930232558139535	0
"2"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_regulator"	0	0.0167088141848535	0	0	0.0326872321699617	0	0	11	0	0	0.255813953488372	0	0
"2"	"Metals"	"Arsenic_resistance"	"Arsenite_oxidase_regulator"	0	0.174178449795796	0	0	0.402396706024475	0	0	9	2	0	0.209302325581395	0.0465116279069767	0
"2"	"Metals"	"Chromium_resistance"	"Chromium_resistance_protein"	0	0	0	0	0	0	0	10	1	0	0.232558139534884	0.0232558139534884	0
"2"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	0	0	0	0	0.00954191083652852	0	0	89	25	6	2.06976744186047	0.581395348837209	0.13953488372093
"2"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	0	0.00396723721521175	0	0	0.0149459331983409	0	0	39	11	0	0.906976744186046	0.255813953488372	0
"2"	"Metals"	"Iron_resistance"	"Iron_resistance_protein"	0	0.0704595680597625	0	0	0.121821982769752	0	0	26	5	3	0.604651162790698	0.116279069767442	0.0697674418604651
"2"	"Metals"	"Lead_resistance"	"Lead_P-type_ATPase_transporter"	0.00167045454545455	0	0	0	0.0401162015985327	0	0	8	1	0	0.186046511627907	0.0232558139534884	0
"2"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	0.0450143540669856	0	0	0	0	0	0	6	2	0	0.13953488372093	0.0465116279069767	0
"2"	"Metals"	"Mercury_resistance"	"Mercury_resistance_regulator"	0.0462	0	0	0	0	0	0	5	1	0	0.116279069767442	0.0232558139534884	0
"2"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	0	0.00586575548242482	0	0	0.0343800582607791	0	0	64	5	1	1.48837209302326	0.116279069767442	0.0232558139534884
"2"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	0	0	0	0	0.0151822378986253	0	0	233	48	3	5.41860465116279	1.11627906976744	0.0697674418604651
"2"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	0	0.00253406053236434	0	0	0.0142043070277059	0	0	43	2	0	1	0.0465116279069767	0
"2"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	0	0	0	0	0.0354457431784242	0	0	40	1	4	0.930232558139535	0.0232558139534884	0.0930232558139535
"2"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_regulator"	0	0	0	0	0.0368052698165589	0	0	24	0	0	0.558139534883721	0	0
"2"	"Metals"	"Nickel_resistance"	"Nickel_ABC_efflux_pumps"	0	0.00645275255224353	0	0	0.0152219300223942	0	0	29	0	1	0.674418604651163	0	0.0232558139534884
"2"	"Metals"	"Nickel_resistance"	"Nickel_ABC_efflux_regulator"	0	0.0160422230438438	0	0	0.0350759255163457	0	0	13	0	0	0.302325581395349	0	0
"2"	"Metals"	"Sodium_resistance"	"Sodium_resistance_protein"	0	0.00612365750530303	0	0	0.0133133109353303	0	0	39	0	1	0.906976744186046	0	0.0232558139534884
"2"	"Metals"	"Zinc_resistance"	"Zinc_resistance_protein"	0	0.00360804978251634	0	0	0.0124705977497028	0	0	28	1	0	0.651162790697674	0.0232558139534884	0
"2"	"Metals"	"Zinc_resistance"	"Zinc_resistance_regulator"	0	0.00680137624619561	0	0	0.0241545721513758	0	0	38	0	0	0.883720930232558	0	0
"2"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	0	0.00784666981459075	0	0	0.0426113665546924	0	0	116	10	0	2.69767441860465	0.232558139534884	0
"2"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_resistance_regulator"	0	0.0060036600913171	0	0	0.0139283642491768	0	0	11	0	0	0.255813953488372	0	0
"2"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_pumps"	0	0.00208545916080469	0	0	0.00717792384144798	0	0	63	14	1	1.46511627906977	0.325581395348837	0.0232558139534884
"2"	"Multi-compound"	"Drug_and_biocide_and_metal_resistance"	"Drug_and_biocide_and_metal_RND_efflux_regulator"	0	0.0131190285701188	0	0	0.0131026658688965	0.00431203156793662	0	27	9	1	0.627906976744186	0.209302325581395	0.0232558139534884
"2"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_ABC_efflux_pumps"	0	0	0	0	0.00761852605070294	0	0	16	2	0	0.372093023255814	0.0465116279069767	0
"2"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MATE_efflux_pumps"	0	0	0	0	0.00224370266116525	0	0	17	1	0	0.395348837209302	0.0232558139534884	0
"2"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	0	0	0	0	0.00920070450086638	0	0	86	3	1	2	0.0697674418604651	0.0232558139534884
"2"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_regulator"	0	0.00348340974055331	0	0	0.010816784199183	0	0	27	0	0	0.627906976744186	0	0
"2"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	0	0	0	0	0.0302907422935559	0	0	257	124	19	5.97674418604651	2.88372093023256	0.441860465116279
"2"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	0	0	0	0	0.00558773422368231	0	0	56	15	0	1.30232558139535	0.348837209302326	0
"2"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	0	0	0	0	0.00379715731658446	0	0	27	0	2	0.627906976744186	0	0.0465116279069767
